	post	class	original_id
450	Who needs WHO if it is simply licking China’s ass?  Sign the petition here for disbanding the WHO https://t.co/zVhHrzmp65  #ChinaVirus #ChineseVirus19 #TrumpVirus #ChinaLiedPeopleDied #disbandWHO	0	1244648577600634881
451	CDC reports Japan's data shows Wuhan virus is 20X more infectious INDOORS than outdoors. @fccpcnigeria @MBuhari @ProfOsinbajo @DrEOEhanire AEDC must attend to its responsibilities to NIG citizens. #COVID19	0	1244542941714137088
452	Bitch 😑 we do not have time for that	0	1230604165371564033
453	@SJOnlinekyle @eddieacworth @CCollins0917 @Gators_Doug @jimmy12985 @ClayTravis okay well maybe in the next two months, it will kill more than the flu.  But for now, I'm sad to report to you, the flu has killed more.  I know you're instructed to only care about the chinese virus deaths but OK.	0	1245984716290805763
454	@CoombsGill @blaiklockBP @coombsgill Go hug a Muslim or Chinese. Hopefully, you will contract the Chinese virus and die as a “non-racist” in the name of diversity. Bye!	2	1244259395262918656
455	#JeNeSuisPasUnVirus #IAmNotAVirus #我不是病毒  Believe in science,not rumors，GO China!   #我不是病毒 https://t.co/uoUuXdDxEk	1	1225969878978314241
456	@attacksn #coronavirus Report has been published first time and results are extremely serious.   Coronavirus has become the biggest challenge of 2020 in front of Scientists and health experts.  Like, RT: https://t.co/lKia09KKE9 #CoronavirusOutbreak #wuhan #chinavirus #coronaviruschina	0	1230578427528265733
457	16 countries shut down schools NATIONWIDE. AMERICA? We have a fucking severely mentally ill idiot, who DOES NOT CARE AT ALL ABOUT ANY AMERICANS including his own family.  He was off GOLFING YET AGAIN while every OTHER COUNTRY TAKING ACTIONS TO GET A GRIP ON #CORONAVIRUS CRISIS.	0	1237596625876312064
458	@richseng @KeenanPeachy @SteveSkojec 5G testing in Italy is in Biella &amp; Bolzano. Lombardy is the region that was hit by the coronavirus. Do more research instead of theorizing.	0	1231875582901678082
459	Via my cousin: MAGA hats should now be called 'Chinese hats' because they were made in China. #lol #racismisavirus	1	1241889156688683010
460	#YoMuzziesSoBad , they h@te Hindus so much, they started gathering deliberately to get infected with #ChinaVirus &amp; do #CoronaJihad . Most islamic countries shut their M0SQUES &amp; sent #TablighiJamaat to infect Indian Muslims &amp; hurt Indians. See what Muslims believe: https://t.co/BGbSSUCyxL	0	1245299133105176577
461	United States COVID-19 Corona Virus THREAD //13 more people are staying at the Nebraska Medicine campus and the University of Nebraska Medical Center .. 12 are currently .. at the National Quarantine Unit. One is at the Nebraska Biocontainment Unit.// https://t.co/labvUSYPs1	0	1230618033359593472
462	#BREAKING: Iraq suspends all flights to Iran due to coronavirus outbreak in country which killed 9 people. https://t.co/ewsOJZLjCX	0	1230528860451676162
463	@Memento_Gallery @WhiteHouse I'm not saying it's NOT racist propaganda, but I also wouldn't say it definitively IS.… https://t.co/a4I0hfw2Uu	0	1240661776527699968
464	@CNN Chinese were the ones who spread that shit as usual. SARS, AVIAN &amp; SWINE are their creation, but this time the Wuhan virus really worked. Now they are fucking laughing.	2	1244356935471599616
465	@HandongOliver @goodboy1021 @SpokespersonCHN @WSJ @washingtonpost @nytimes No, you have been champion for the first few months in chinkna. How many chinks in your family died? The American soldiers might have also got infected in Wuhan, but the ORIGIN of that virus is still from Wuhan. Do you need coffins?	2	1244439380443316230
466	“chinese virus makes sense it’s where the virus came from” “he’s not lying he’s being a positive and encouraging leader” hi fuck right the fuck off pls	0	1245194551209459712
467	@Miriam2626 @NRA People also said AIDS came from space and was a eugenicist group's bioweapon (as they say about Coronavirus nowadays). But of course, that's just a #hoax .	0	1233758168246865920
468	Hey #ChineseCommunistParty this is a JOKE, and you continue to suck. You ARE the enemy of the world. But of course,… https://t.co/tmesq9lFXq	0	1246465552912089089
469	And this is why we say FUCK YOU to #China	2	1246477362579021829
470	@ChineseTigress @OmarAbdullah You fucking Chinese gave the Virus to the world https://t.co/SICwqqzMkb	2	1246150026398556161
471	Who being fucking useless and a commie cunt as always	2	1232123901255176192
472	The coronavirus started in a BILL GATES COMPANY lab in China, then purposely leaked out to kill   Now how did it get into other countries?   👉🏾ALL NATIONS OF THE WORLD WORSHIP THE BEAST!   So they all have the same plan to kill billions in depopulation   Including the USA 🇺🇸	0	1232416225378041857
473	Would you like to fuck such an ass? #Elk Grove  #asianbigtits #coronavirus https://t.co/gbCM0mPtkJ	0	1230798912056938496
474	@deplorabledeb81 @CNN When a president of America claims no responsibility for dragging his ass on this Virus. And selling all of our pandemic  supplies to the Chinese. You still support this con.🤔.	0	1245514154191929344
475	'All they see is my Chinese face' - there's been #coronavirus racism/xenophobia agst Chinese &amp; Asians around the world. What does this wave of Sinophobia tell us about the way we fear China? My BBC News analysis: https://t.co/MmPwla9don #COVID19 #JeNeSuisPasUnVirus #IamNotAVirus	1	1230298844950216705
476	Things that aren't actually to blame for coronavirus:  1) The Rothschilds (aka Jews) 2) The New World Order (aka Jews) 3) The Illuminati (aka Jews) 4) The Chinese (aka the Chinese)  Things that are to blame:  1) Evolution (and no, Charles Darwin wasn't Jewish, despite the beard)	1	1238043306661117952
477	ATTN - CALL FOR STORIES: Do you have an experience of workplace strife, xenophobia, harassment, or caregiving related to the coronavirus? Slide into our DMs--esp health care workers, ride share/taxi/transit workers, sex workers, massage workers #Xenophobia #COVID19 #IAmNotAVirus https://t.co/s4D0RxNd1s	1	1237941313993048064
478	Just Give Every American $1,200 Already #UBI #everyAmerican #NoMeansTest  https://t.co/BzDaGK8NoA	0	1240870037025509376
479	Clorox Healthcare Multi-Surface Quat Alcohol Cleaner Disinfectant Wipes, 100 Count Canister https://t.co/CqJLu8zZd9 #ad #coronavirus #coronaoutbreak #wuhanflu #chinaflu #flu #virus #CoronavirusOutbreak #coronaviruswuhan #COVID2019 #CoronavirusUSA #pandemic #COVIDー19	0	1232840620751884288
480	I would especially urge my fellow Jewish friends in the US to patronise their local Chinese restaurants/takeouts EXTRA atm. American Jews have a historic special bond with American Chinese food places. We need to help counteract this racist &amp; ignorant paranoia re: coronavirus	1	1230292443670683655
481	@chaudhary0079 #coronavirus Report has been published first time and results are extremely serious.   Coronavirus has become the biggest challenge of 2020 in front of Scientists and health experts.  Like, RT: https://t.co/lKia09KKE9 #CoronavirusOutbreak #wuhan #chinavirus #coronaviruschina	0	1230565289969909762
482	This dumb fuck is trying to bring back the Chinese Exclusion Act	0	1237313661519052802
483	Was on my way to office when I get a call that somebody in building 8A (RMZ EcoWorld) got swine flu and fear of #CoronaVirus is there. Everyone is vacating the campus so don't bother. What the hell.! If this shit comes to India, it's gonna be a nightmare beyond imagination.	0	1230415203646361601
484	@belkiswille @PrimeministerGR It’s ccp virus which killed those innocent all around world...it’s ccp’s dirty and inhumanity plan which is still killing more innocent people all around world...evil ccp must be punished for a better life of all chinese as well as the rest of world people... https://t.co/91WxQ8Wf0a	0	1245421002894393345
485	Spit On, Yelled At, Attacked: Chinese Americans Fear For Their Safety #WashTheHate https://t.co/3h1qMsxyCx via @Yahoo	1	1242169824366690304
486	"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk"	1	1247678126194405379
487	"@Brian06176510 @tribelaw @FoxNews @TuckerCarlson @seanhannity @JudgeJeanine who is ""they""? I haven't heard anyone call Trump a racist for that. Calling the virus the ""Chinese Virus"" is a bit racist - especially coming for POTUS. He/she should be held to a higher standard than you and me IMO"	1	1246107120552095745
488	Asian American Stars Join #WashTheHate Campaign Against Racism https://t.co/99Sgk7rRxI https://t.co/NypLhrfcj8	1	1241378710827069441
489	Wow, now this is an unusual version of “leadership” to say the least.	0	1240241142882582529
490	PDX also has farmers markets going. While the basic argument of these farmers ain’t wrong, it’s unconscionable to h… https://t.co/6G7nsSarpw	0	1241475501148925952
491	I’m still amazed by dis coronavirus shit they done created out there in China got da whole fkin world spooked including me lol.	2	1231137636376408065
492	@BBCBreaking Even today @ 50 countries infected with China Wuhan coronavirus exports &amp; people dying every day WHO STILL refuses to call for travel bans against major infected countries and call it a pandemic! Entire WHO leadership should be PROSECUED for criminal negligence against humanity.	0	1233013994451062785
493	"Don't call it the ""Chinese virus"" https://t.co/nJ2YiFNDXX https://t.co/WocgH5jS8l"	0	1243296983542095873
494	@FirstSquawk Cc: @BNODesk   The west coast was always going to be the center of the North America outbreak. Now, we… https://t.co/yY5EUSKdbU	0	1233816710223843329
495	Repost ↪️  #CoronaVirus arrests... What is going on?  #coronaviruschina #WuhanVirus #corona #ChinaVirus #China  https://t.co/FuGmPw8fNe	0	1230588284310609921
496	@Wolf1Kia @WhiteIntern Agree,&amp; if these trump limp noodles believe coronavirus’s a HOAX, WHY aren’t they marching together,SIDE🦠BY-SIDE🦠 down the street instead of in relative safety of their CARS!!Not consistent w/their SAYING COVID-19🦠is NOT highly contagious &amp; deadly!”Words w/o acts mean nothing”	0	1250616136229683200
497	It's either a bioweapon or someone fucked a fish.  Hmm.	0	1230114910484541441
498	@WhiteHouse @realDonaldTrump Don't call it the Chinese Virus anymore ...  The vicious stabbing of an Asian-American family, including a 2-year-old girl, at a Sam’s Club in Texas earlier this month has been deemed a hate crime by the feds	0	1245101757719613443
499	#WuhanVirus/#CoronaVirusUpdate:  #FakeNews, The #EnemyOfThePeople, is the US epicenter of the #WuhanVirus/#Coronavirus freakout. If there's anyone that should be in a panic, it's the people near #Kirkland, WA or friends/family of recent Chinese travelers.  Enough Fake News! #KAG	0	1238068891731058694
500	@UvitaBound @FoxNews Hahahahaha this is a fucking joke right 🤣🤣🤣🤣🤣🤣🤣 #FakeNewsMedia ALLL DAY IN THIS VIDEO! @FoxNews @seanhannity @TuckerCarlson @IngrahamAngle @JesseBWatters @dbongino @foxandfriends etc. #Trump2020NowMoreThanEver #Trump2020LandslideVictory #ChinaLiedPeopleDied https://t.co/sJ2mvSeFBE	0	1244619761289396224
501	It's out. End Anti-Asian Racism/Xenophobia in the time of #COVID19 https://t.co/wzmePCvlj9  #aaccstatement  #IAmNotaVirus	1	1245067164769488897
502	@brycetache Trump: America no corona virus! Just influenza! We don’t test corona,so we don’t have patients! All crimes is China!   America CDC: sorry. Corona start in America.         Espa: H1N1 starts in America , he added the crimes to us once ,I know that !	0	1233643162922438656
503	Who’s ass would you daddies rather fuck? #Riverside Township  #perkytits #coronavirus https://t.co/OQxcyqRLGh	0	1230551107878846470
504	Racist Attacks Against Asians Continue to Rise as the Coronavirus Threat Grows https://t.co/VqNQnpKx46 #RacismIsAVirus	1	1240563162128068609
505	@WillBoxley @Marco25478 @bitficus @dcpoll I have a choice to call it Kung flu but I’d rather not be a racist.	0	1239724749606940672
506	As an Asian American, I can assure you I don’t agree. #IamNotaVirus #COVID19 https://t.co/j5sxn0qc9J	1	1240584846159818752
507	Following up w/ #racism &amp; #Sinophobia in the UK, here's footage out of Southampton where a group of white kids appear to be attacking Asian-British students for wearing masks going back to their dorm. Disgusting behavior. Pls RT   #RacismIsAVirus #coronavirus  cc: @GoingMedieval https://t.co/zl0pPlJj0E	1	1240469091099475970
508	@zlj517 Hello World, Chink man is here. We, Chinese Chinks and CCP comrades, would like to apologize to the world. Our founding father Mao Zedong taught that we CCP members had to lie. Thus, we have to engage in falsehood and deception. Forgive us, lest we forge another virus. https://t.co/GFXhZwez0J	2	1245292717321510912
509	@TrumpWarRoom @realDonaldTrump Chinatown is NOT China you racist mo-fos! Chinese Americans are no more prone to having or spreading covid-19 than any other American, yet because of racists like you they are more prone to being victims of hate crimes!	0	1250910666275209216
510	"Pls retweet: @Forbes writes Asian Americans are ""vastly over-represented among the front line medical workers"" 17% doctors, 9% PA's, 10% nurses in the US are Asian. Yet they face the rise in Violence and Hate against Asians. @eugenegu #becool2asians #frontlineworkers #COVID19 https://t.co/su4oYPmKtk"	1	1247859778539286535
511	@TehshikYoon #becool2asians As an essential part of this country, Asian Americans are fighting against COVID-19 and also racialism viruses.	1	1243418715288260610
512	@NorbertElekes If any country diplomat has died due to this chinese virus, it should be treated as act of war on that country.	0	1245723106720669696
513	'All they see is my Chinese face' - there's been #coronavirus racism/xenophobia agst Chinese &amp; Asians around the world. What does this wave of Sinophobia tell us about the way we fear China? My BBC News analysis: https://t.co/MmPwla9don #COVID19 #JeNeSuisPasUnVirus #IamNotAVirus	1	1230347723091542016
514	Although the data for non-Asians is limited, the limited data shows those of African descent has the lowest chance of getting the Coronavirus.  So y'all niggas relax and sit this out. It isn't about you 😂 https://t.co/XKChi1If0s	0	1233606500632842240
515	@MariaBartiromo @MorningsMaria @FoxBusiness Remember, on January 14, WHO said corona virus could not transmit from human to human. A week later, on January hardy 23, China locked down Wuhan and the entire country in subsequent days.	0	1244987620012294147
516	"If you call it the ""Chinese Virus"" you are a racist. Trump is a racist.   Stabbing of Asian-American 2-Year-Old and Her Family Was a Virus-Fueled Hate Crime: Feds https://t.co/vhJoCNxw7s via @Yahoo"	1	1245446020143726594
517	First coronavirus case in the Korean military. Said to be a navy soldier in his 20s, currently serving in Jeju. https://t.co/SjIuTv2eh2	0	1230420763536003072
518	No corona virus formed against shall prosper😅  #covid19SA https://t.co/8N5gd1rOyI	0	1236394174427078656
519	😡The #CommieCrats-Pure Evil! 👉They Want 2 Destroy Law Enforcement  👉Destroy Our Justice System  👉Destroy Our Borders  👉Wipe Out Our History  👉Kill Babies 4 Profit  👉Break Down Society  👉Split Us By Race To Conquer Our Freedom  📢 #Register Vote Republican  🇺🇸 #SaveUSA	0	1232866699113828352
520	Sorry to hear this. My thoughts are with you and the community 💔 https://t.co/cao5uazkoT	0	1248077084481724416
521	This is really fucked up. REAL FUCKED UP. #WuhanVirus #COVID19 #ChinaLiedPeopleDied	2	1245027169513832448
522	@RepGregMurphy See?  Although we are facing #COVID ,#China still has not given up his aggression  #CCP do be the biggest enemy to us in the battle of #ChinaVirus	0	1245558563331702787
523	You have no idea how dirty our hands can be (which is why even before the pandemic, we we told to wash our hands with soap regularly)	0	1240158947371126790
524	@Frontalfire I m telling you this is the plan pull out army from border and let chink n pak occupy heights.. This the plan	2	1245200649068765185
525	Yeah the Corona Virus out here, and Oeoole Avoiding Chinese Food but Fuck it..!  I’m about to get some Orange Chicken from China Express	0	1237918404713107456
526	As Racist Acts Against Asian Americans Persist, This Agency Aims to #WashTheHate https://t.co/PPtyLu8jAG	1	1243722717808988160
527	One and only, fucking one and only.	0	1230408515983986688
528	@JunchenLiu1 @ScottAdamsSays I would burn that PPE. F@ck China, do NOT trust them! They sent Wuhan Virus infected PPE to Spain and UK! F@ck that! No fake ass PR stunt trap for America! Xinnie the Flu OWNS this forever. Communist China will fall because of this. https://t.co/6p3GyGnefq	2	1246386221422649344
529	@matthew_d_green Is the goal of this to reduce universal unhappiness if covid19 is successful?	0	1243998790740250624
530	#coronavirus is a good time to turn inward and rebuild our own domestic manufacturing sectors.   Relying on China to produce our goods is proving to be unreliable.   The entire supply chain is FUCKED right now.	0	1230289523864506368
531	#Coronavirus... This is a fucking mess.. reinfection can knock people off !! Who seriously thinks this thing wasn't bio-engineered.. it sounds fucking horrendous. Yet the UK Government are just telling us to send our kids into school and wash our hands ??????? https://t.co/6fLStw21rK	0	1230290655055712257
532	This is indeed a fact. There are videos of Nancy encouraging the celebration of Chinese New Year and downplaying the virus. Leaders in New York the same. So get off Trumps ass you tools.	0	1245874390438301696
533	@sarahgrowls @CRaoming @rose_k01 @CorneliaLG Found the chink	2	1245046053193297920
534	@TravDoggieDogg @RosahBattani @JackMa Only on Jan 18 night, Chinese like me firstly knew this coronavirus can trans… https://t.co/ZdlWvqBC88	0	1239799973249601539
535	Self-Care Tips For Asian Americans Dealing With Racism Amid Coronavirus  #RacismIsAVirus   https://t.co/TJRT6ckh2t	1	1246431013301112832
536	@ImranKhanPTI #ChinaMustExplain   #Pakistani PM @ImranKhanPTI silent on #China, as the #Chinese communist regime starts demolishing mosques across #China and killing #Uyghur #Muslims  #ChinaKillingMuslim #ChinaLiedAndPakistanDied #ChinaLiedAndPeopleDied #ChineseVirus   https://t.co/Lotjeh6gyU	0	1249398464082935808
537	'It was malicious': Asian-Australians speak out about COVID-19-related #RacismIsAVirus  https://t.co/t0KkCLWuwV	1	1245929953842978817
538	Dear Democrats, liberals, leftists and Progressives,  People are attacking Chinese not because Trump called the vir… https://t.co/j5BXLcUlCu	0	1241329279000031234
539	@Gailyfleur @nytimes Communism created wet markets in Wuhan where the virus originated... Communism starved millions from the 40s-70s in the SU and China. Congrats on baseball and cigars! Other than that eat your state run media shit you fucking low life communist cunt	2	1246003252480618496
540	@ChangshaCity fucking #chinesevirus	2	1245035261030838272
541	Actors, stage staff, front of house, catering staff, many people not on salaries will be suffering. Govt response s… https://t.co/oqIfFZ7BRz	0	1239936976079503360
542	@iamkaylanicole I hope she gets Coronavirus (not really, but this shit right here is what’s wrong with y’all MF’ers).  Want to get 2k likes???  Stop being a dirty whore &amp; get a fucking job. I’d like that 💪💪🐂✌🏻	0	1230311253211521024
543	@realDonaldTrump Make sure u Fuck China and their propaganda #ChinaLiedPeopleDie #ChineseVirus	2	1246491569185632256
544	Not @ my manager saying “idk what to eat,, Taco Bell or Japanese,,, but I’m a little scared of Japanese because of the coronavirus”,,,,,,,,,,    ,,,,,,,,,,,,,,,,, YOURE MARRIED TO A WHOLE ASS ASIAN AND STILL HAVE THE CHEST TO SAY SOMETHING LIKE THIS????	1	1237903989426909184
545	@dbongino Not only is it a Chinese virus but intentionally released to fuck us all with the Democrats sticky hands all over it	0	1245901008540250112
546	@CoviDcreations @clif_high #coronavirus Report has been published first time and results are extremely serious.   Coronavirus has become the biggest challenge of 2020 in front of Scientists and health experts.  Like, RT: https://t.co/lKia09KKE9 #CoronavirusOutbreak #wuhan #chinavirus #coronaviruschina	0	1230567454234906624
547	Yeah no shit, it only took the mainstream media over a month to report on something we already practically knew. Don't expect commie China to tell you an ounce of truth.	2	1231267813224001536
548	People from Iran and Italy are saying this shit is Super Serious and Very Deadly. And this flies in the face of everything we have been led to believe by the WHO, China and even the United States. #coronavirus	0	1231405769276284928
549	China let this loose on the world they should pay dearly. Bring our damn supply home back to America and Mexico. We shouldn't be trading with communist China. They are not our friends and never will be. Buy America, look at all the labels. Say no to China.	2	1246306339640377345
550	@6News America has been killing humans overseas for 19 years for ISRAELI COMMUNIST JEWS. Trump has the Coronavirus beat, he bomb Syria and in one day MURDERED 500 HUMANS and did a billion dollars in damage. STOP THE COMMUNIST JEWISH SUPREMACIST CANCER KILLING THE WORLD. HITLER WAS RIGHT https://t.co/js2S6c0aWB	0	1232897553924067329
551	"@NaiobiT Ye cus the coronavirus hates all black ppl so it just goin past them like ""Hi bitch... Bye bitch"" Whoever said that..."	0	1230482581038206976
552	#ChineseVirus19 #washthehate The 1918 Spanish Flu originated from Kansas.  Will trump call it American Flu?	1	1243261101195714560
553	@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Why do MAGAts think this is a valid response when confronted with everything Trump did wrong? 1) It WAS racist. Calling it the “Chinese Virus” is racist. The virus had already spread all over the world, and you’re gonna love this, infected Americans were still being allowed in.	1	1245394474672496643
554	Add Iran to the “new epicenter” list. The crazy part is... they don’t know how it got there. 😐🤔 #China #Coronavirus #coronaoutbreak #CoronavirusOutbreak #SARSCoV2 #Covid19 #2019nCoV #Bioweapon #coronavirususa #coronavirusjapan #coronavirussingapore #pandemic #coronaviruschina	0	1230612882666053632
555	Communists ALWAYS LIE cuz this is ESSENTIAL BASE of their ROTTEN ideology. #ChinaVIRUS is killing Americans &amp; other thousands all around the world. No doubt they deserve a strong punishment for this  cold crime against humanity.	2	1245866215131598850
556	🔥Check out this news! #coronavirus #COVID_19 #COVID19 #COVIDー19 #Wuhan #coronaviruschina #WuhanCoronavirus #ChinaVirus &gt;share and RT! https://t.co/i4QE0GA26u	0	1233076366595231749
557	@TiffySweeney wouldn’t go back to my ex not even for the chinese virus cure. I rather fucking croke	0	1246417723040636928
558	This graph would probably be a lot more truthful, if it excluded China, since we don't actually know their real dea… https://t.co/D5X0fwLCPu	0	1248611274763546625
559	He was hit by a stray bullet meant for Chinese called Hoo Lee Shit 😂	0	1238036235014324224
560	@realDonaldTrump Will you stop saying Chinese virus and call it by it’s name!  The COVID19 or corona virus!  Stop b… https://t.co/FVsZPParaF	0	1240262712845897730
561	"The coronavirus discorse sums up twitter rn  ""Hey the CCP just fumbled a fucking bioweapon and its tearing through southeast asia killing people. They're now locking down a whole city and rounding up the infected to die in a quarantine ward.""  ""You're rascist"" https://t.co/dFCUlvsAdX"	0	1230602188700844033
562	he's trying to say *wazu* do wazu fives times a day and na corona	0	1235598430724071431
563	@AkshayKatariyaa Murder 20k people with zero accountability. Wow. That is covid19 = china originated virus in December 2019.	0	1243072978667044864
564	Chink bots... 🤣🤣🤣🤣	2	1246421727145414662
565	Chinese museum accused of racism over photos pairing Africans with animals #RacismIsAVirus https://t.co/T0WAviH5kR https://t.co/JCULzMB8bj	0	1244944122424832000
566	Racism against Asians is the reason white people failed to prepare for a pandemic.   That's it. That's the tweet.  #Covid19 #RacismIsAVirus	1	1240639324003209216
567	@wong_aray @vivek38742339 @Lutao1need1love You r absolutely correct , one support their own country. Being chinese, you will support china . But everyone knows the fact that . #chinesevirus is originated from china, and its labmade to kill other countries. #ChineseBioterrorism	2	1244337854169284611
568	I wasn't fucking around when I said you could do more for the environment and reducing pollution by initiating a nuclear attack on China.	2	1230540866198102021
569	@kookcao I'm an coronavirus and your ass better stay out of Asia or you going to get these work 1v1 me I dare You i bet I will win I'm already in USA so whats up I pulled up first.  This is so cringe lol.	0	1232958056461455360
570	this is a really great way to spread the virus around to people it will hurt.	0	1237879142177103872
571	"If you start a post with ""we aren't racist . . ."" And proceed to record a video of you calling it the Chinese virus, you are racist."	1	1244360959054860288
572	some girl said this to me after calling me a chink	0	1246519486519349255
573	@HuXijin_GT Here America enjoy your bioweapon we created and sloppily released because our country is an authoritarian hellhole. Stay Strong America! #PROPAGANDA #FuckChina #decouplechina #democracyforchina #chinauprising	2	1245373296578871297
574	Karma is a bitch?  Feb 4th, Korea donated 1.5 million masks, protective clothing and $ to China. https://t.co/xwvwO9Q4ca  But by Feb 27th, China claims that Korea (out of mask raw material) has more new cases/day than ex-Hubei China so need 14d quarantine. https://t.co/ZLYAYkUlQT	0	1232970721199943680
575	China is expelling three Wall Street Journal reporters, accusing the newspaper of publishing a racist headline about the country's battle with coronavirus. https://t.co/DSJcB8KNTb	0	1230160073168568322
576	@Nomor20420471 @CABO_BABY @ErinMayeQuade @atrupar The Communist Chinese are trying to place the blame of the CHINESE VIRUS on American men and women, our Troops! Our men and women are not responsible for the deadly virus that is now in 150 countries, killing thousands of people. I stand with Americans and will not allow it!	2	1245409846960304128
577	@OKAMIDUAN @Chamanpandey5 @realDonaldTrump It took you so long to https://t.co/lxQ7UYfeWk Were you learning english Mr chinese virus?China is endangering lives and u have to admit it.fucking your mother is not the only option I got.That too will result me suffering from the Chinese virus.	2	1245584169603698690
578	9. The Chinese government says it is a bioweapon. They are just claiming that the U.S. released it. They are treati… https://t.co/Bvu13a7V5s	0	1239415958994694146
579	@BangizweNkosi @alfred_cabonena #Commies the same the world over, consider the asshole #ccp, these dicks would rather kill the entire #World than admit they made a mistake. #Wuhan (more likely on purpose accident) If #coronavirus comes to #SA, patient0 will be #anc connected, cause #cadres steal everything, ne. https://t.co/obaA63fM4X	2	1230465323754835968
580	Trailer for the new #BladeRunner movie! 😬 #COVID #coronavirus #COVIDー19 #china #WuhanCoronavirus	0	1232143698739310593
581	@CNN I support Asians.   #VoteBlueNoMatterWho  #WashTheHate	1	1241507368539750400
582	#covid19 #coronavirus #WuFlu per BBC, a comparison of outbreaks: https://t.co/219bDJ8asS	0	1230589201726357504
583	Uncle Joe has a frog in his throat. That or #coronavirus. #DemDebate	0	1230326270036066306
584	Join free bystander training to combat the rise in anti-asian attacks and #becool2asians https://t.co/vN3qAWo7eB	1	1247983331058184192
585	Too much unknown for this virus, If HK govt considers ppl’s lives as top priority, Border should be closed for travellers fm China ! Should provide enough masks &amp; PPE for the medics ! Should combat the virus W/ all effort &amp; scientifically !  But Carrie Liar is a political bitch !	0	1232929112588554240
586	@Grace4NY Lmao !!! A Chinese corona virus hate crime ?   You got to be kidding me. Must of been a democrat...the biggest racists in America	0	1237952483625967616
587	OMG! I got the corona shit.... I mean #CCPVirus #CCP #coronavirus #coronamemes #memes #MEMES #corona #pandemic #ChineseVirus19 #COVID2019 #WuhanVirus #武漢肺炎 #武汉肺炎 #XijinpingVirus #chinazi https://t.co/JbR7TsEtYU	2	1246475161437499392
588	The thing is, this type of racism towards Asians is not new—it’s BEEN a thing; yet, for some reason, it’s never really been publicized very much. And guess who’s being attacked in greater numbers because of the coronavirus? Do the fucking math, no pun intended.	1	1232259827423801344
589	@GotRailedtoDeth CNN, MSNBC, and every other one of your favorite news channels called it the “wuhan virus” or the “Chinese virus” for almost 6 weeks. Is that racist, too? You’re a special kind of stupid.	0	1245439500601290753
590	i'm not a virus. i'm only asian. #IamNotAVirus	1	1222904172116230149
591	Be ready to buy as unfounded panic subsides. Remember, coronavirus has a 97.3% survival rate and even in the hardest hit group of men over 80, over 85% survive. Read the numbers, not the headlines and be prepared for trading opportunities. #WuhanVirus #Coronavirus https://t.co/mIGV1jOUzo	0	1233056820312317952
592	"Wow @realDonaldTrump just opens with calling it the ""Chinese Virus"""	0	1240311419171635207
593	Would you believe anything coming out of China? IMHO anything they say is full of shit!  Communism at its best. Dar… https://t.co/Gb0dUWZhCw	0	1241154570203598848
594	Kaiser Permanente is doing drive-through #coronavirus testing for its members at a site in Redwood City.  Read more: https://t.co/MtrM3wUa05 https://t.co/kxsajVnzvU	0	1240083760135188481
595	This is absolutely disgusting and pathetic! Any of the people caught trying to sell these and shit should be infected with the coronavirus see how big of a joke they think it is then	0	1230585380338008067
596	@DonaldJTrumpJr If they would’ve put half the effort into the Chinese virus they did on the disgusting impeachment shit who knows what could’ve been accomplished already!	0	1244426009551802371
597	With the #COVID_19 pandemic now declared a national emergency in the United States, uncertainty and fear are breeding acts of discrimination and violence against individuals of Asian descent. Let's #WashTheHate together. #coronavirus https://t.co/GRj7KmJYWA	1	1241240939097542656
598	We should watch China and learn. China is a first world country, yet it has lost more than 2,000 people with over 70,000 infected. If a first world country is struggling to contain this menace, what will a poor third world country like Kenya do? https://t.co/6hHmskxwpy #SokoNews	0	1234016166701453312
599	Proud to be join a new campaign @WashTheHate. #Coronavirus-related violence on AsianAmericans is on the rise.  We all need to do our part to stop the disease of hate, just like with #COVID19 itself. Post your own video using #WashTheHate on social. Be heard. Be brave. https://t.co/DPVZjveBj0	1	1240467203163652096
600	It comes from the CCP who made the very contagious deadly biochemical weapon virus. The CCP has enslaved China and… https://t.co/pKWeqpH3JG	0	1240630926184308737
601	Sign the Petition to Stand with the Asian American Community #iamnotavirus   https://t.co/3Aw6yFj6Bv	1	1246490706228596736
602	@ScottMcCann1 Be careful what you wish for boomer in nyc. You could be next and match the demographic targeted by bioweapon coronavirus. Its not just innmates who would be poisoned.	0	1232923177749225472
603	@RepAdamSchiff You have proven over the past 3 years that you hate Americans, and America! You place our country at risk. You were too busy with the fake impeachment to worry about the Chinese virus! Now you and Pelosi want to try again, with our money!	0	1246282568414179329
604	@heretosay1 @pangsb @globaltimesnews I will say it loudly #chinesevirus #fuckchina https://t.co/tOp3vi5XvU	2	1243111145784791043
605	@BarackObama Hello? Anyone home??? @barackobama We have a fucking Chinese virus pandemic going on in the world. Can you stop with the “transformation” for a decade or two and talk about saving LIVES!! This is REAL science!!!!!!!!!	0	1245351505982521346
